doc	source_file	pmid	field	kind	entity_id	label	original_spans	context	relationship_subject_id	relationship_subject_label	chemical_relationship	chemicals_utilized	study_taxa	strains	chemical_relationship_id	chemical_relationship_label	chemical_relationship_match_type	grounded_id	grounded_ids	kg_name	kg_category	match_type	kg_edge_count	kg_edge_evidence
1	00001-41779015-abstract.txt	41779015	strains	strain	AUTO:Gardnerella%20vaginalis%206119V5	Gardnerella vaginalis 6119V5	1102:1108	...vaginalis 1400E (genomic species 2), G. vaginalis [[6119V5]] (genomic species 9) and G. vaginalis NR010 (genom...				0	0	1				NCBITaxon:698961	NCBITaxon:698961	Gardnerella vaginalis 6119V5	biolink:OrganismTaxon	name	9	out:biolink:subclass_of:NCBITaxon:2702|out:biolink:has_phenotype:METPO:1000703|out:biolink:has_phenotype:METPO:1000668|out:biolink:has_phenotype:METPO:1000615|out:biolink:has_phenotype:METPO:1000698
1	00001-41779015-abstract.txt	41779015	strains	strain	AUTO:Gardnerella%20vaginalis%20NR010	Gardnerella vaginalis NR010	1146:1151	...nalis 6119V5 (genomic species 9) and G. vaginalis [[NR010]] (genomic species 14) were 72.1%, 72.4% and 75.5%,...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Bartonella%20bennetti	Bartonella bennetti	113:132	...re haemoparasites of mammals. Herein, we describe [[Bartonella bennetti]] sp. nov., a novel member of the genus, isolated f...				0	1	0									0	
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Bartonella%20genus	Bartonella genus	1092:1108	...like configuration not previously observed in the [[Bartonella genus]]. This integration could facilitate large-scale ch...				0	1	0									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:C271T	C271T	287:292; 476:481; 576:581; 2004:2009	"...UK. Polyphasic characterization of three strains ([[C271T]], D105 and J117) of the proposed species indicated...; ...us. The average nucleotide identity (ANI) between [[C271T]] and other L3 species ranged between 88.8 and 90.6...; ... 90.6%, supporting the proposal of a new species. [[C271T]] shared ANIs approaching 96% with other members of...; ...ogens. The type strain of B. bennetti sp. nov. is [[C271T]] (CSUR B1113T, NCTC 15117T).
"				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:D105	D105	294:298	...yphasic characterization of three strains (C271T, [[D105]] and J117) of the proposed species indicated that ...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:J117	J117	303:307	...haracterization of three strains (C271T, D105 and [[J117]]) of the proposed species indicated that they were...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:CSUR%20B1113T	CSUR B1113T	2011:2022	"...The type strain of B. bennetti sp. nov. is C271T ([[CSUR B1113T]], NCTC 15117T).
"				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:NCTC%2015117T	NCTC 15117T	2024:2035	"...in of B. bennetti sp. nov. is C271T (CSUR B1113T, [[NCTC 15117T]]).
"				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	study_taxa	taxon_candidate	AUTO:Methanothermococcus%20jasoni	Methanothermococcus jasoni	1263:1289	...3T represents a novel species, for which the name [[Methanothermococcus jasoni]] is proposed. The type strain is Ax23T (=DSM 11847...				0	1	0									0	
3	00003-41773501-abstract.txt	41773501	study_taxa	taxon_candidate	AUTO:Methanococcaceae	Methanococcaceae	929:945	...tical to other thermophilic species of the family [[Methanococcaceae]] in the kingdom Methanobacteriati. The complete ge...				0	1	0				NCBITaxon:2183	NCBITaxon:2183	Methanococcaceae	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:NCBITaxon:155862|out:biolink:subclass_of:NCBITaxon:2182|in:biolink:subclass_of:NCBITaxon:2184|in:biolink:subclass_of:NCBITaxon:412881
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:Ax23T	Ax23T	183:188; 317:322; 1003:1008; 1210:1215; 1322:1327	"...ean. A thermophilic methanogen, designated strain [[Ax23T]], was isolated from this fluid. The archaeon was a...; ...coidal and grew separately on H2/CO2 and formate. [[Ax23T]] grew on NH4 + and by fixing N2, but did not grow ...; ...kingdom Methanobacteriati. The complete genome of [[Ax23T]] was sequenced, which yielded a 1,662,948 bp chrom...; ...alyses and its phenotypic characteristics, strain [[Ax23T]] represents a novel species, for which the name Me...; ...ermococcus jasoni is proposed. The type strain is [[Ax23T]] (=DSM 118471T=JCM39656T).
"				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:DSM%20118471T	DSM 118471T	1330:1341	"...us jasoni is proposed. The type strain is Ax23T (=[[DSM 118471T]]=JCM39656T).
"				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:JCM39656T	JCM39656T	1342:1351	"... proposed. The type strain is Ax23T (=DSM 118471T=[[JCM39656T]]).
"				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:H2	H2	297:299; 668:670; 691:693; 763:765	... autotrophic and coccoidal and grew separately on [[H2]]/CO2 and formate. [[Ax23T]] grew on NH4 + and by fixin...; ...ed per mole of CH4 produced) when grown on 10 kPa [[H2]] relative to 160 kPa H2, suggesting that it is cap...; ...uced) when grown on 10 kPa H2 relative to 160 kPa [[H2]], suggesting that it is capable of a metabolic tra...; ... is capable of a metabolic trade-off with varying [[H2]] availability. Phylogenetic analysis based on 16S ...	AUTO:Ax23T	Ax23T	uses_as_electron_donor	1	0	0	METPO:2000009	uses as electron donor	label	CHEBI:18276	CHEBI:18276	dihydrogen	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	275	out:biolink:subclass_of:CHEBI:138675|out:biolink:subclass_of:CHEBI:25362|out:biolink:subclass_of:CHEBI:33260|out:biolink:related_to:CHEBI:15022|out:biolink:has_chemical_role:CHEBI:15022
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:CO2	CO2	300:303	...totrophic and coccoidal and grew separately on H2/[[CO2]] and formate. [[Ax23T]] grew on NH4 + and by fixing N2...	AUTO:Ax23T	Ax23T	uses_as_carbon_source	1	0	0	METPO:2000006	uses as carbon source	label	CHEBI:16526	CHEBI:16526	carbon dioxide	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	4406	out:biolink:subclass_of:CHEBI:138675|out:biolink:subclass_of:CHEBI:23014|out:biolink:subclass_of:CHEBI:64708|out:biolink:related_to:CHEBI:35620|out:biolink:has_chemical_role:CHEBI:35620
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:formate	formate	308:315	...c and coccoidal and grew separately on H2/CO2 and [[formate]]. [[Ax23T]] grew on NH4 + and by fixing N2, but did no...	AUTO:Ax23T	Ax23T	uses_as_carbon_source	1	0	0	METPO:2000006	uses as carbon source	label	CHEBI:15740	CHEBI:15740|CHEBI:52343	formate	biolink:ChemicalEntity|biolink:SmallMolecule	name	1250	out:biolink:subclass_of:CHEBI:35757|out:biolink:related_to:CHEBI:75772|out:biolink:related_to:CHEBI:77746|out:biolink:related_to:CHEBI:30751|in:biolink:related_to:CHEBI:62965
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:NH4%2B	NH4+	331:336	...w separately on H2/CO2 and formate. [[Ax23T]] grew on [[NH4 +]] and by fixing N2, but did not grow on NO3 -. The ...	AUTO:Ax23T	Ax23T	uses_for_growth	1	0	0	METPO:2000012	uses for growth	label	CHEBI:28938	CHEBI:28938	ammonium	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2281	in:biolink:related_to:CHEBI:16134|out:biolink:subclass_of:CHEBI:35106|out:biolink:subclass_of:CHEBI:50313|out:biolink:subclass_of:CHEBI:60242|out:biolink:related_to:CHEBI:23357
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:N2	N2	351:353	...O2 and formate. [[Ax23T]] grew on NH4 + and by fixing [[N2]], but did not grow on NO3 -. The isolate grew at t...	AUTO:Ax23T	Ax23T	uses_for_growth	1	0	0	METPO:2000012	uses for growth	label	CHEBI:17997	CHEBI:17997	dinitrogen	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	889	out:biolink:subclass_of:CHEBI:138675|out:biolink:subclass_of:CHEBI:25362|out:biolink:subclass_of:CHEBI:33266|out:biolink:related_to:CHEBI:77974|out:biolink:related_to:CHEBI:78017
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:NO3-	NO3-	375:380	...ew on NH4 + and by fixing N2, but did not grow on [[NO3 -]]. The isolate grew at temperatures ranging from 33...	AUTO:Ax23T	Ax23T	does_not_use_for_growth	1	0	0	METPO:2000038	does not use for growth	label						0	
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:CH4	CH4	633:636	...ased its growth yield (cells produced per mole of [[CH4]] produced) when grown on 10 kPa H2 relative to 160...	AUTO:Ax23T	Ax23T	produces	1	0	0	METPO:2000202	produces	label	CHEBI:16183	CHEBI:16183	methane	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	83	out:biolink:subclass_of:CHEBI:138675|out:biolink:subclass_of:CHEBI:18310|out:biolink:subclass_of:CHEBI:37176|out:biolink:subclass_of:CHEBI:64708|out:biolink:related_to:CHEBI:35230
3	00003-41773501-abstract.txt	41773501	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	519:523	... doubling time of 32 min, in the presence of 3-6% [[NaCl]] (optimum 3-4.5%) and pH 4.0-9.0 (optimum 6.0-8.0)...	AUTO:Ax23T	Ax23T	tolerates	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	1% sodium chloride	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Pseudomonas%20stagnisoli	Pseudomonas stagnisoli	1259:1281	...within the genus Pseudomonas, for which the names [[Pseudomonas stagnisoli]] and Pseudomonas cimarronensis sp. nov. are propos...				0	1	0									0	
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Pseudomonas%20cimarronensis	Pseudomonas cimarronensis	1286:1311	...s, for which the names Pseudomonas stagnisoli and [[Pseudomonas cimarronensis]] sp. nov. are proposed. The type strains are P3C3T...				0	1	0									0	
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Pseudomonas%20alcaligenes	Pseudomonas alcaligenes	547:570	...nce similarity, P3C3T was most closely related to [[Pseudomonas alcaligenes]] (98.3%), whereas MAC6T was most closely related t...				0	1	0									0	
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Pseudomonas%20anguilliseptica	Pseudomonas anguilliseptica	622:649	...98.3%), whereas MAC6T was most closely related to [[Pseudomonas anguilliseptica]] (98.6%). Phylogenetic analysis using the 16S rRNA...				0	1	0				NCBITaxon:53406	NCBITaxon:53406	Pseudomonas anguilliseptica	biolink:OrganismTaxon	name	13	out:biolink:subclass_of:NCBITaxon:136841|out:METPO:2000517:mediadive.medium:220|out:biolink:has_phenotype:METPO:1000602|out:biolink:has_phenotype:METPO:1000699|in:biolink:subclass_of:kgmicrobe.strain:ATCC-33660
4	00004-41790565-abstract.txt	41790565	strains	strain	AUTO:P3C3T	P3C3T	80:85; 338:343; 513:518; 759:764; 904:909; 1165:1170; 1356:1361	...h was employed to characterize two novel strains, [[P3C3T]] and MAC6T, isolated from sediments of the Innovat...; ...ed, motile and non-spore-forming bacteria. Strain [[P3C3T]] grew optimally at 35 °C, pH 6.0 and 0.5% (v/w) Na...; ...NaCl. Based on 16S rRNA gene sequence similarity, [[P3C3T]] was most closely related to Pseudomonas alcaligen...; ...whole-genome phylogenomic analysis indicated that [[P3C3T]] and MAC6T formed distinct branches within the Pse...; ...nomic-based relatedness indices demonstrated that [[P3C3T]] and MAC6T and the type strains of close relatives...; ...0.5 mol%. Based on polyphasic taxonomic criteria, [[P3C3T]] and MAC6T represent two novel species within the ...; ...ensis sp. nov. are proposed. The type strains are [[P3C3T]] (=CCM 9468T=CECT 31230T=DSM 119661T) and MAC6T (=...				0	0	1									0	
4	00004-41790565-abstract.txt	41790565	strains	strain	AUTO:MAC6T	MAC6T	90:95; 410:415; 588:593; 769:774; 914:919; 1042:1047; 1175:1180; 1403:1408	...oyed to characterize two novel strains, P3C3T and [[MAC6T]], isolated from sediments of the Innovation Way Dr...; ...t 35 °C, pH 6.0 and 0.5% (v/w) NaCl, while strain [[MAC6T]] grew optimally at 30 °C, pH 6.0 and 4.0% (v/w) Na...; ...lated to Pseudomonas alcaligenes (98.3%), whereas [[MAC6T]] was most closely related to Pseudomonas anguillis...; ...me phylogenomic analysis indicated that P3C3T and [[MAC6T]] formed distinct branches within the Pseudomonas g...; ...d relatedness indices demonstrated that P3C3T and [[MAC6T]] and the type strains of close relatives shared av...; ...ty and digital DNA-DNA hybridization values T and [[MAC6T]] were 4.3 and 4.2 Mbp, respectively, with G+C cont...; ...Based on polyphasic taxonomic criteria, P3C3T and [[MAC6T]] represent two novel species within the genus Pseu...; ...re P3C3T (=CCM 9468T=CECT 31230T=DSM 119661T) and [[MAC6T]] (=CCM 9470T=CCUG 78313T=CECT 31231T), respectivel...				0	0	1									0	
4	00004-41790565-abstract.txt	41790565	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	391:395; 463:467	...3T grew optimally at 35 °C, pH 6.0 and 0.5% (v/w) [[NaCl]], while strain MAC6T grew optimally at 30 °C, pH 6...; ...6T grew optimally at 30 °C, pH 6.0 and 4.0% (v/w) [[NaCl]]. Based on 16S rRNA gene sequence similarity, P3C3...	AUTO:P3C3T	P3C3T	tolerates	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	1% sodium chloride	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
4	00004-41790565-abstract.txt	41790565	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	391:395; 463:467	...3T grew optimally at 35 °C, pH 6.0 and 0.5% (v/w) [[NaCl]], while strain [[MAC6T]] grew optimally at 30 °C, pH 6...; ...6T grew optimally at 30 °C, pH 6.0 and 4.0% (v/w) [[NaCl]]. Based on 16S rRNA gene sequence similarity, P3C3...	AUTO:MAC6T	MAC6T	tolerates	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	1% sodium chloride	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Occallatibacter%20bavaricus	Occallatibacter bavaricus	1303:1328	...d chemotaxonomic data, we propose the new species [[Occallatibacter bavaricus]] sp. nov. (type strain JP12T=DSM 110680T=CECT 3026...				0	1	0									0	
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Terracidiphilus%20gabretensis	Terracidiphilus gabretensis	1165:1192; 1469:1496	"...radus TPB6017T, Occallatibacter riparius 277T and [[Terracidiphilus gabretensis]] S55T, respectively. Based on the phenotypic, phyl...; ...globales. We also propose the reclassification of [[Terracidiphilus gabretensis]] as Occallatibacter gabretensis comb. nov.
"				0	1	0				NCBITaxon:1577687	NCBITaxon:1577687	Terracidiphilus gabretensis	biolink:OrganismTaxon	name	7	out:biolink:subclass_of:NCBITaxon:1768185|out:METPO:2000517:mediadive.medium:1266a|out:biolink:has_phenotype:METPO:1000431|in:biolink:subclass_of:kgmicrobe.strain:CECT-8791|in:biolink:subclass_of:kgmicrobe.strain:DSM-100509
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Occallatibacter%20savannae	Occallatibacter savannae	1067:1091	...rain JP12T in the vicinity of the type strains of [[Occallatibacter savannae]] A2-1cT, Telmatobacter bradus TPB6017T, Occallatib...				0	1	0				NCBITaxon:1002691	NCBITaxon:1002691	Occallatibacter savannae	biolink:OrganismTaxon	name	27	out:biolink:subclass_of:NCBITaxon:1742983|out:METPO:2000517:mediadive.medium:1426|out:biolink:has_phenotype:METPO:1000449|out:biolink:has_phenotype:METPO:1000888|out:biolink:has_phenotype:METPO:1000455
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Telmatobacter%20bradus	Telmatobacter bradus	1100:1120	... type strains of Occallatibacter savannae A2-1cT, [[Telmatobacter bradus]] TPB6017T, Occallatibacter riparius 277T and Terra...				0	1	0				NCBITaxon:474953	NCBITaxon:474953	Telmatobacter bradus	biolink:OrganismTaxon	name	54	out:biolink:subclass_of:NCBITaxon:1078829|out:METPO:2000517:mediadive.medium:830|out:METPO:2000006:CHEBI:17234|out:METPO:2000006:CHEBI:17057|out:METPO:2000006:CHEBI:16634
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Occallatibacter%20riparius	Occallatibacter riparius	1131:1155	...r savannae A2-1cT, Telmatobacter bradus TPB6017T, [[Occallatibacter riparius]] 277T and Terracidiphilus gabretensis S55T, respec...				0	1	0				NCBITaxon:1002689	NCBITaxon:1002689	Occallatibacter riparius	biolink:OrganismTaxon	name	34	out:biolink:subclass_of:NCBITaxon:1742983|out:METPO:2000517:mediadive.medium:1426|out:biolink:has_phenotype:METPO:1000699|out:biolink:has_phenotype:METPO:1000459|out:biolink:has_phenotype:METPO:1000431
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Terriglobales	Terriglobales	52:65; 1414:1427	...e acidobacterial strain JP12T affiliated with the [[Terriglobales]] has been isolated from fen soil sampled at Schlöp...; ...680T=CECT 30267T) within the acidobacterial order [[Terriglobales]]. We also propose the reclassification of Terracid...				0	1	0				NCBITaxon:204433	NCBITaxon:204433	Terriglobales	biolink:OrganismTaxon	name	5	in:biolink:subclass_of:NCBITaxon:204434|in:biolink:subclass_of:NCBITaxon:124728|in:biolink:subclass_of:NCBITaxon:1803467|out:biolink:subclass_of:NCBITaxon:204432|in:biolink:subclass_of:NCBITaxon:3121618
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:JP12T	JP12T	26:31; 314:319; 577:582; 928:933; 1022:1027; 1351:1356	The acidobacterial strain [[JP12T]] affiliated with the Terriglobales has been isolat...; ... and segregate exopolysaccharide-like structures. [[JP12T]] grew at temperatures of 4-40 °C (best between 24 ...; ...tory quinone. The major fatty acids of the strain [[JP12T]] were iso-C15:0, C16:0, iso-C17:1 ω7c, iso-C17:0 a...; ...d in small amounts. The G+C content of the strain [[JP12T]] was 56.4 mol%. 16S rRNA gene sequence similarity ...; ...similarity values of 96.1-96.7% placed the strain [[JP12T]] in the vicinity of the type strains of Occallatib...; ...s Occallatibacter bavaricus sp. nov. (type strain [[JP12T]]=DSM 110680T=CECT 30267T) within the acidobacteria...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:A2-1cT	A2-1cT	1092:1098	...y of the type strains of Occallatibacter savannae [[A2-1cT]], Telmatobacter bradus TPB6017T, Occallatibacter r...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:TPB6017T	TPB6017T	1121:1129	...llatibacter savannae A2-1cT, Telmatobacter bradus [[TPB6017T]], Occallatibacter riparius 277T and Terracidiphilu...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:277T	277T	1156:1160	...obacter bradus TPB6017T, Occallatibacter riparius [[277T]] and Terracidiphilus gabretensis S55T, respectivel...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:S55T	S55T	1193:1197	...ter riparius 277T and Terracidiphilus gabretensis [[S55T]], respectively. Based on the phenotypic, phylogene...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:DSM%20110680T	DSM 110680T	1357:1368	...llatibacter bavaricus sp. nov. (type strain JP12T=[[DSM 110680T]]=CECT 30267T) within the acidobacterial order Terr...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:CECT%2030267T	CECT 30267T	1369:1380	...bavaricus sp. nov. (type strain JP12T=DSM 110680T=[[CECT 30267T]]) within the acidobacterial order Terriglobales. W...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	439:443	...lues of 3.7-6.0 (best between 4.1 and 5.6) and at [[NaCl]] concentrations of 0-0.5% (best 0.25%, w/v).MK-8 w...	AUTO:JP12T	JP12T	tolerates	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	1% sodium chloride	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
