doc	source_file	pmid	field	kind	entity_id	label	original_spans	context	relationship_subject_id	relationship_subject_label	chemical_relationship	chemicals_utilized	study_taxa	strains	chemical_relationship_id	chemical_relationship_label	chemical_relationship_match_type	grounded_id	grounded_ids	kg_name	kg_category	match_type	kg_edge_count	kg_edge_evidence
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Janibacter%20anophelis	Janibacter anophelis	522:542	... the highest 16S rRNA gene sequence similarity to [[Janibacter anophelis]] CCUG 49715T (98.61%), whereas strains G349T and G...				0	1	0				NCBITaxon:319054	NCBITaxon:319054	Janibacter anophelis	biolink:OrganismTaxon	name	29	in:biolink:subclass_of:NCBITaxon:1216968|out:biolink:subclass_of:NCBITaxon:53457|out:METPO:2000006:CHEBI:25115|out:METPO:2000006:CHEBI:26271|out:METPO:2000006:CHEBI:27082
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Janibacter%20limosus	Janibacter limosus	655:673	... the highest 16S rRNA gene sequence similarity to [[Janibacter limosus]] DSM 11140T and Janibacter terrae NBRC 107853T (99...				0	1	0				NCBITaxon:53458	NCBITaxon:53458	Janibacter limosus	biolink:OrganismTaxon	name	121	in:biolink:subclass_of:NCBITaxon:1216970|out:biolink:subclass_of:NCBITaxon:53457|out:METPO:2000517:mediadive.medium:92|out:biolink:has_phenotype:METPO:1000604|out:biolink:has_phenotype:METPO:1000602
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Janibacter%20terrae	Janibacter terrae	689:706	...e similarity to Janibacter limosus DSM 11140T and [[Janibacter terrae]] NBRC 107853T (99.03-99.10%). The average nucleoti...				0	1	0				NCBITaxon:103817	NCBITaxon:103817	Janibacter terrae	biolink:OrganismTaxon	name	35	out:biolink:subclass_of:NCBITaxon:53457|out:METPO:2000517:mediadive.medium:457|out:METPO:2000517:mediadive.medium:220|out:METPO:2000517:mediadive.medium:535|out:biolink:has_phenotype:METPO:1000602
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Janibacter%20zhaoxuefangae	Janibacter zhaoxuefangae	1683:1707	...cies of the genus Janibacter, for which the names [[Janibacter zhaoxuefangae]] sp. nov. and Janibacter zhangyanbonis sp. nov. ar...				0	1	0									0	
2	00002-41774080-abstract.txt	41774080	study_taxa	taxon_candidate	AUTO:Janibacter%20zhangyanbonis	Janibacter zhangyanbonis	1721:1745	...h the names Janibacter zhaoxuefangae sp. nov. and [[Janibacter zhangyanbonis]] sp. nov. are proposed. The type strains are G56T ...				0	1	0									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:G56T	G56T	44:48; 287:291; 448:452; 844:848; 970:974; 1146:1150; 1576:1580; 1790:1794	Four novel bacterial strains, designated as [[G56T]], G1551, G349T and G368, were isolated from in sit...; ...is based on 16S rRNA gene sequences revealed that [[G56T]] and G1551 represented the same species, and that ...; ...cies falling within the genus Janibacter. Strains [[G56T]] and G1551 exhibited the highest 16S rRNA gene seq...; ...ization values between the proposed type strains ([[G56T]] and G349T) and species of the genus Janibacter we...; ....70-38.30%, respectively. The DNA G+C contents of [[G56T]] and G349T were 71.0 and 71.5 mol%, respectively, ...; ...quinone. The major cellular fatty acids of strain [[G56T]] were C16:0 10-methyl and/or iso-C17:1 ω9c, iso-C1...; ...phylogenetic and chemotaxonomic evidence, strains [[G56T]] and G349T were considered to represent two novel ...; ...bonis sp. nov. are proposed. The type strains are [[G56T]] (=GDMCC 1.5581T=JCM 37886T) and G349T (=GDMCC 1.5...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:G1551	G1551	50:55; 296:301; 457:462	Four novel bacterial strains, designated as G56T, [[G1551]], G349T and G368, were isolated from in situ coal ...; ...on 16S rRNA gene sequences revealed that G56T and [[G1551]] represented the same species, and that G349T and ...; ...ing within the genus Janibacter. Strains G56T and [[G1551]] exhibited the highest 16S rRNA gene sequence simi...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:G349T	G349T	57:62; 341:346; 581:586; 853:858; 979:984; 1243:1248; 1585:1590; 1827:1832	"...vel bacterial strains, designated as G56T, G1551, [[G349T]] and G368, were isolated from in situ coal samples...; ... and G1551 represented the same species, and that [[G349T]] and G368 represented another species, with both s...; ...r anophelis CCUG 49715T (98.61%), whereas strains [[G349T]] and G368 exhibited the highest 16S rRNA gene sequ...; ...alues between the proposed type strains (G56T and [[G349T]]) and species of the genus Janibacter were 74.59-8...; ...%, respectively. The DNA G+C contents of G56T and [[G349T]] were 71.0 and 71.5 mol%, respectively, and both s...; ... iso-C17:0 and iso-C15:0, whereas those of strain [[G349T]] were C18:1 ω9c, iso-C16:0 and C17:1 ω8c. The pola...; ...tic and chemotaxonomic evidence, strains G56T and [[G349T]] were considered to represent two novel species of...; ... strains are G56T (=GDMCC 1.5581T=JCM 37886T) and [[G349T]] (=GDMCC 1.5549T=JCM 37887T).
"				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:G368	G368	67:71; 351:355; 591:595	...ial strains, designated as G56T, G1551, G349T and [[G368]], were isolated from in situ coal samples. All fou...; ... represented the same species, and that G349T and [[G368]] represented another species, with both species fa...; ...s CCUG 49715T (98.61%), whereas strains G349T and [[G368]] exhibited the highest 16S rRNA gene sequence simi...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:CCUG%2049715T	CCUG 49715T	543:554	... gene sequence similarity to Janibacter anophelis [[CCUG 49715T]] (98.61%), whereas strains G349T and G368 exhibite...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:DSM%2011140T	DSM 11140T	674:684	...NA gene sequence similarity to Janibacter limosus [[DSM 11140T]] and Janibacter terrae NBRC 107853T (99.03-99.10%)...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:NBRC%20107853T	NBRC 107853T	707:719	...nibacter limosus DSM 11140T and Janibacter terrae [[NBRC 107853T]] (99.03-99.10%). The average nucleotide identity a...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:GDMCC%201.5581T	GDMCC 1.5581T	1797:1810	...p. nov. are proposed. The type strains are G56T (=[[GDMCC 1.5581T]]=JCM 37886T) and G349T (=GDMCC 1.5549T=JCM 37887T)...				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:JCM%2037886T	JCM 37886T	1811:1821	"...oposed. The type strains are G56T (=GDMCC 1.5581T=[[JCM 37886T]]) and G349T (=GDMCC 1.5549T=JCM 37887T).
"				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:GDMCC%201.5549T	GDMCC 1.5549T	1835:1848	"... are G56T (=GDMCC 1.5581T=JCM 37886T) and G349T (=[[GDMCC 1.5549T]]=JCM 37887T).
"				0	0	1									0	
2	00002-41774080-abstract.txt	41774080	strains	strain	AUTO:JCM%2037887T	JCM 37887T	1849:1859	"...MCC 1.5581T=JCM 37886T) and G349T (=GDMCC 1.5549T=[[JCM 37887T]]).
"				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	study_taxa	taxon_candidate	AUTO:Umbribacter%20vaginalis	Umbribacter vaginalis	1296:1317	...n the Eggerthellaceae family. We propose the name [[Umbribacter vaginalis]] gen. nov., sp. nov. with DNF00809T representing t...				0	1	0				kgmicrobe.strain:bacdive_177120	kgmicrobe.strain:bacdive_177120	Umbribacter vaginalis	biolink:OrganismTaxon	name	1	out:METPO:2000517:mediadive.medium:1203
3	00003-41773501-abstract.txt	41773501	study_taxa	taxon_candidate	AUTO:Eggerthella-like%20vaginal%20bacterium%20%28ELVB%29	Eggerthella-like vaginal bacterium (ELVB)	351:392	...d bacterial clone sequence AY738656 designated as [[Eggerthella-like vaginal bacterium (ELVB)]] and shared 100% 16S rRNA gene sequence identity w...				0	1	0									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:DNF00809T	DNF00809T	760:769; 826:835; 982:991; 1188:1197; 1343:1352	..., we characterized the novel bacterium designated [[DNF00809T]] using biochemical, genotypic and phylogenetic ana...; ...biochemical, genotypic and phylogenetic analyses. [[DNF00809T]] was a coccobacillus that was non-motile, non-spor...; ...le negative. Fatty acid methyl ester analysis for [[DNF00809T]] indicated C14 : 0, C16 : 0, C16 : 0 dimethyl acet...; ...logenetic and phylogenomic analyses indicate that [[DNF00809T]] represents a novel genus and novel species within...; ...me Umbribacter vaginalis gen. nov., sp. nov. with [[DNF00809T]] representing the type strain of this species (=DS...				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:DNF00809	DNF00809	50:58; 760:768; 826:834; 982:990; 1188:1196; 1343:1351	Gram-variable obligately anaerobic novel bacteria [[DNF00809]] and PR-HUZ-602407-17 were isolated from vaginal f...; ..., we characterized the novel bacterium designated [[DNF00809]]T using biochemical, genotypic and phylogenetic an...; ...biochemical, genotypic and phylogenetic analyses. [[DNF00809]]T was a coccobacillus that was non-motile, non-spo...; ...le negative. Fatty acid methyl ester analysis for [[DNF00809]]T indicated C14 : 0, C16 : 0, C16 : 0 dimethyl ace...; ...logenetic and phylogenomic analyses indicate that [[DNF00809]]T represents a novel genus and novel species withi...; ...me Umbribacter vaginalis gen. nov., sp. nov. with [[DNF00809]]T representing the type strain of this species (=D...				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:PR-HUZ-602407-17	PR-HUZ-602407-17	63:79	... obligately anaerobic novel bacteria DNF00809 and [[PR-HUZ-602407-17]] were isolated from vaginal fluid samples from wom...				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:DSM%20118866T	DSM 118866T	1400:1411	"...9T representing the type strain of this species (=[[DSM 118866T]]=CCUG77988T).
"				0	0	1									0	
3	00003-41773501-abstract.txt	41773501	strains	strain	AUTO:CCUG77988T	CCUG77988T	1412:1422	"...ing the type strain of this species (=DSM 118866T=[[CCUG77988T]]).
"				0	0	1									0	
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Thaumasiovibrio%20clandestinus	Thaumasiovibrio clandestinus	1256:1284	... of the genus Thaumasiovibrio, for which the name [[Thaumasiovibrio clandestinus]] sp. nov. is proposed. The type strain is DFM-14T ...				0	1	0									0	
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Thaumasiovibrio%20subtropicus	Thaumasiovibrio subtropicus	524:551	...ota). Strain DFM-14T formed a distinct clade with [[Thaumasiovibrio subtropicus]] C4V358T and Thaumasiovibrio occultus C4II189ᵀ, sh...				0	1	0				NCBITaxon:1891207	NCBITaxon:1891207	Thaumasiovibrio subtropicus	biolink:OrganismTaxon	name	6	out:biolink:subclass_of:NCBITaxon:2014233|out:METPO:2000517:mediadive.medium:514|out:METPO:2000517:mediadive.medium:J118|in:biolink:subclass_of:kgmicrobe.strain:DSM-101555|in:biolink:subclass_of:kgmicrobe.strain:JCM-31630
4	00004-41790565-abstract.txt	41790565	study_taxa	taxon_candidate	AUTO:Thaumasiovibrio%20occultus	Thaumasiovibrio occultus	564:588	...lade with Thaumasiovibrio subtropicus C4V358T and [[Thaumasiovibrio occultus]] C4II189ᵀ, sharing 16S rRNA gene sequence similari...				0	1	0				NCBITaxon:1891184	NCBITaxon:1891184	Thaumasiovibrio occultus	biolink:OrganismTaxon	name	6	out:biolink:subclass_of:NCBITaxon:2014233|out:METPO:2000517:mediadive.medium:514|out:METPO:2000517:mediadive.medium:J118|in:biolink:subclass_of:kgmicrobe.strain:DSM-101554|in:biolink:subclass_of:kgmicrobe.strain:JCM-31629
4	00004-41790565-abstract.txt	41790565	strains	strain	AUTO:DFM-14T	DFM-14T	60:67; 487:494; 1326:1333	"...etically distinct bacterial strain, designated as [[DFM-14T]], was isolated in 2022 from marine mud collected i...; ...mily Vibrionaceae, phylum Pseudomonadota). Strain [[DFM-14T]] formed a distinct clade with Thaumasiovibrio subt...; ...destinus sp. nov. is proposed. The type strain is [[DFM-14T]] (=KEMB 24352T=JCM 37837T=KCTC 8887T).
"				0	0	1									0	
4	00004-41790565-abstract.txt	41790565	strains	strain	AUTO:C4V358T	C4V358T	552:559	...a distinct clade with Thaumasiovibrio subtropicus [[C4V358T]] and Thaumasiovibrio occultus C4II189ᵀ, sharing 16...				0	0	1									0	
4	00004-41790565-abstract.txt	41790565	strains	strain	AUTO:C4II189T	C4II189T						0	0	1									0	
4	00004-41790565-abstract.txt	41790565	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	1087:1091	...timal growth occurs at 25 °C, pH 7.0 and 2% (w/v) [[NaCl]]. Based on phenotypic, phylogenetic, chemotaxonomi...	AUTO:DFM-14T	DFM-14T	tolerates	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	1% sodium chloride	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Flavobacterium%20oryzagri	Flavobacterium oryzagri	1218:1241	... of the genus Flavobacterium, for which the names [[Flavobacterium oryzagri]] sp. nov. (type strain M3-11T=KACC 22761T=JCM 3594...				0	1	0									0	
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Flavobacterium%20oryzicola	Flavobacterium oryzicola	1299:1323	.... (type strain M3-11T=KACC 22761T=JCM 35942T) and [[Flavobacterium oryzicola]] sp. nov. (type strain M6-14T=KACC 22763T=JCM 3594...				0	1	0									0	
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Flavobacterium%20zhairuonense	Flavobacterium zhairuonense	460:487	...Flavobacterium, showing the highest similarity to [[Flavobacterium zhairuonense]] A5.7T (97.98%) and Flavobacterium nitrogenifigens...				0	1	0				NCBITaxon:2493631	NCBITaxon:2493631	Flavobacterium zhairuonense	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:237|in:biolink:subclass_of:kgmicrobe.strain:KCTC-62406|in:biolink:subclass_of:kgmicrobe.strain:MCCC-1K03494|in:biolink:subclass_of:kgmicrobe.strain:bacdive_167358
5	00005-41649942-abstract.txt	41649942	study_taxa	taxon_candidate	AUTO:Flavobacterium%20nitrogenifigens	Flavobacterium nitrogenifigens	507:537	...to Flavobacterium zhairuonense A5.7T (97.98%) and [[Flavobacterium nitrogenifigens]] NXU-44T (98.23 %), respectively. The genomic simi...				0	1	0				NCBITaxon:1617283	NCBITaxon:1617283	Flavobacterium nitrogenifigens	biolink:OrganismTaxon	name	7	out:biolink:subclass_of:NCBITaxon:237|out:METPO:2000517:mediadive.medium:545|out:biolink:has_phenotype:METPO:1000602|in:biolink:subclass_of:kgmicrobe.strain:CIP-110894|in:biolink:subclass_of:kgmicrobe.strain:DSM-29982
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:M3-11T	M3-11T	34:40; 363:369; 1127:1133; 1264:1270	Two bacterial strains, designated [[M3-11T]] and M6-14T, were isolated from paddy field soils ...; ...on 16S rRNA gene sequences indicated that strains [[M3-11T]] and M6-14T were placed within the genus Flavobact...; ...c data obtained in this study showed that strains [[M3-11T]] and M6-14T represent novel species of the genus F...; ...mes Flavobacterium oryzagri sp. nov. (type strain [[M3-11T]]=KACC 22761T=JCM 35942T) and Flavobacterium oryzic...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:M6-14T	M6-14T	45:51; 374:380; 1138:1144; 1346:1352	"Two bacterial strains, designated M3-11T and [[M6-14T]], were isolated from paddy field soils in the Repu...; ... gene sequences indicated that strains M3-11T and [[M6-14T]] were placed within the genus Flavobacterium, show...; ...ined in this study showed that strains M3-11T and [[M6-14T]] represent novel species of the genus Flavobacteri...; ...nd Flavobacterium oryzicola sp. nov. (type strain [[M6-14T]]=KACC 22763T=JCM 35943T) are proposed.
"				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:A5.7T	A5.7T	488:493	...highest similarity to Flavobacterium zhairuonense [[A5.7T]] (97.98%) and Flavobacterium nitrogenifigens NXU-4...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:NXU-44T	NXU-44T	538:545	...A5.7T (97.98%) and Flavobacterium nitrogenifigens [[NXU-44T]] (98.23 %), respectively. The genomic similarity b...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:KACC%2022761T	KACC 22761T	1271:1282	...vobacterium oryzagri sp. nov. (type strain M3-11T=[[KACC 22761T]]=JCM 35942T) and Flavobacterium oryzicola sp. nov....				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:JCM%2035942T	JCM 35942T	1283:1293	...oryzagri sp. nov. (type strain M3-11T=KACC 22761T=[[JCM 35942T]]) and Flavobacterium oryzicola sp. nov. (type stra...				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:KACC%2022763T	KACC 22763T	1353:1364	"...obacterium oryzicola sp. nov. (type strain M6-14T=[[KACC 22763T]]=JCM 35943T) are proposed.
"				0	0	1									0	
5	00005-41649942-abstract.txt	41649942	strains	strain	AUTO:JCM%2035943T	JCM 35943T	1365:1375	"...ryzicola sp. nov. (type strain M6-14T=KACC 22763T=[[JCM 35943T]]) are proposed.
"				0	0	1									0	
6	00006-41739071-abstract.txt	41739071	study_taxa	taxon_candidate	AUTO:Flagellimonas%20ulvae	Flagellimonas ulvae	1458:1477	...s of the genus Flagellimonas, for which the names [[Flagellimonas ulvae]] sp. nov. (S174ᵀ=KACC 24029ᵀ=JCM 37803ᵀ) and Flage...				0	1	0									0	
6	00006-41739071-abstract.txt	41739071	study_taxa	taxon_candidate	AUTO:Flagellimonas%20rhodophyticola	Flagellimonas rhodophyticola	1522:1550	...ulvae sp. nov. (S174ᵀ=KACC 24029ᵀ=JCM 37803ᵀ) and [[Flagellimonas rhodophyticola]] sp. nov. (W118ᵀ=KACC 24030ᵀ=JCM 37802ᵀ) are propo...				0	1	0									0	
6	00006-41739071-abstract.txt	41739071	study_taxa	taxon_candidate	AUTO:Flagellimonas%20meridianipacifica	Flagellimonas meridianipacifica	1080:1111	...ains S174ᵀ and W118ᵀ were most closely related to [[Flagellimonas meridianipacifica]] SW027ᵀ (97.2%) and Flagellimonas onchidii XY-359ᵀ...				0	1	0				NCBITaxon:1080225	NCBITaxon:1080225	Flagellimonas meridianipacifica	biolink:OrganismTaxon	name	9	out:biolink:subclass_of:NCBITaxon:444459|out:METPO:2000517:mediadive.medium:J118|out:METPO:2000517:mediadive.medium:514|out:biolink:has_phenotype:METPO:1000602|out:biolink:has_phenotype:METPO:1000429
6	00006-41739071-abstract.txt	41739071	study_taxa	taxon_candidate	AUTO:Flagellimonas%20onchidii	Flagellimonas onchidii	1131:1153	...lagellimonas meridianipacifica SW027ᵀ (97.2%) and [[Flagellimonas onchidii]] XY-359ᵀ (97.9%), respectively, and ANI and dDDH v...				0	1	0				NCBITaxon:2562684	NCBITaxon:2562684	Flagellimonas onchidii	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:KCTC-72218|in:biolink:subclass_of:kgmicrobe.strain:MCCC-1K03658|in:biolink:subclass_of:kgmicrobe.strain:bacdive_166860|out:biolink:subclass_of:NCBITaxon:444459
6	00006-41739071-abstract.txt	41739071	strains	strain	AUTO:S174%E1%B5%80	S174ᵀ	95:100; 683:688; 1035:1040; 1366:1371; 1488:1493	...n-motile, rod-shaped bacteria, designated strains [[S174ᵀ]] and W118ᵀ, were isolated from the marine green al...; ...quences, were 39.1 mol% for both strains. Strains [[S174ᵀ]] and W118ᵀ shared 93.6% 16S rRNA gene sequence sim...; ... lineages within the genus Flagellimonas. Strains [[S174ᵀ]] and W118ᵀ were most closely related to Flagellimo...; ...pic, chemotaxonomic and genomic features, strains [[S174ᵀ]] and W118ᵀ represent two novel species of the genu...; ...for which the names Flagellimonas ulvae sp. nov. ([[S174ᵀ]]=KACC 24029ᵀ=JCM 37803ᵀ) and Flagellimonas rhodoph...				0	0	1									0	
