microbe,id,label,original_spans,span_text,study_taxa,strains,chemicals_mentioned,pmids
UNKNOWN_MICROBE,AUTO:volatile%20fatty%20acids,volatile fatty acids,1424:1443,"...(III) reduction to the oxidation of other simple, [[volatile fatty acid]]s. In addition, Geobacter hydrogenophilus and Geob...",0,0,0,11321104
UNKNOWN_MICROBE,AUTO:ASpC2,ASpC2,243:247; 921:925; 1572:1576; 1632:1636,"...bic, mesophilic, alkaliphilic spirochaete, strain [[ASpC]]2(T), was isolated from an anaerobic sediment of a...; ...lucose fermentation are CO(2) and acetate. Strain [[ASpC]]2(T) is resistant to kanamycin and rifampicin, but...; ...issipatitropha sp. nov. is proposed (type strain, [[ASpC]]2(T)=ATCC BAA-1083(T)=JCM 12856(T)). S. dissipatit...; ...TCC BAA-1083(T)=JCM 12856(T)). S. dissipatitropha [[ASpC]]2(T) is the second strain in the genus (after Spir...",0,0,0,19578151
UNKNOWN_MICROBE,AUTO:ATCC%20BAA-1083,ATCC BAA-1083,1581:1593,"...ropha sp. nov. is proposed (type strain, ASpC2(T)=[[ATCC BAA-108]]3(T)=JCM 12856(T)). S. dissipatitropha ASpC2(T) is...",0,1,0,19578151
UNKNOWN_MICROBE,AUTO:JCM%2012856,JCM 12856,1598:1606,"... proposed (type strain, ASpC2(T)=ATCC BAA-1083(T)=[[JCM 1285]]6(T)). S. dissipatitropha ASpC2(T) is the second s...",0,1,0,19578151
UNKNOWN_MICROBE,AUTO:SEBR%204228,SEBR 4228,1706:1714,...train in the genus (after Spirochaeta smaragdinae [[SEBR 422]]8(T)) that is able to use proteolysis products as ...,0,0,0,19578151
UNKNOWN_MICROBE,AUTO:Z-7591,Z-7591,1336:1341,"...ost closely related species, Spirochaeta asiatica [[Z-759]]1(T). On the basis of physiological and molecular ...",0,0,0,19578151
UNKNOWN_MICROBE,AUTO:sugars,sugars,756:761,"...of carbonate ions in the medium. It utilizes some [[sugar]]s, some organic acids, some amino acids, Casamino ...",0,0,0,19578151
UNKNOWN_MICROBE,AUTO:H96B60,H96B60,278:283; 772:777; 886:891; 1127:1132; 1326:1331,"...oderately halophilic bacterium, designated strain [[H96B6]]0(T), was isolated from a saline soil sample of th...; ...-C(15 : 0). The genomic DNA G+C content of strain [[H96B6]]0(T) was 36.2 mol%. Phylogenetic analysis based on...; ...ive 16S rRNA gene sequences indicated that strain [[H96B6]]0(T) represented a novel phyletic lineage within t...; ...taxonomic and phylogenetic data presented, strain [[H96B6]]0(T) is considered to represent a novel species of...; ...The type strain of Streptohalobacillus salinus is [[H96B6]]0(T) ( = DSM 22440(T) = CGMCC 1.7733(T)).\n\nPMID:...",0,1,0,20543154
UNKNOWN_MICROBE,AUTO:DSM%2022440,DSM 22440,1340:1348,"...n of Streptohalobacillus salinus is H96B60(T) ( = [[DSM 2244]]0(T) = CGMCC 1.7733(T)).\n\nPMID:20543154', 'saved...",0,1,0,20543154
UNKNOWN_MICROBE,AUTO:CGMCC%201.7733,CGMCC 1.7733,1355:1366,"...obacillus salinus is H96B60(T) ( = DSM 22440(T) = [[CGMCC 1.773]]3(T)).\n\nPMID:20543154', 'saved_to': None, 'windo...",0,1,0,20543154
UNKNOWN_MICROBE,AUTO:meso-diaminopimelic%20acid,meso-diaminopimelic acid,525:548,...actic acid. The cell-wall peptidoglycan contained [[meso-diaminopimelic aci]]d as the diagnostic diamino acid. The isoprenoid q...,0,0,0,20543154
UNKNOWN_MICROBE,AUTO:menaquinone-6%20%28MK-6%29,menaquinone-6 (MK-6),619:638,...iamino acid. The isoprenoid quinone component was [[menaquinone-6 (MK-6]]). The predominant cellular fatty acids were C(16:...,0,0,0,20543154
UNKNOWN_MICROBE,AUTO:anteiso-C13%3A0,anteiso-C13:0,,,0,1,0,20543154
